Al,Cu,Mg,Zn,Tensile Strength (MPa),Yield Strength (MPa)
0.9333170046319704,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.17406353351174933
0.9047769766147968,-0.0970873786407767,-0.4878048780487805,-0.052,,0.0
0.8857502912700136,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.391642950401436
0.8001302072184883,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.41340089209040465
0.7335368085117483,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.4351588337793733
0.8191568925632715,-0.0970873786407767,-0.4878048780487805,-0.052,,0.06527382506690599
-1.2201232426905857,0.7281553398058253,0.853658536585366,26.667999999999996,-0.50855170056474,-0.3829397737258485
0.9656623697181025,-0.0970873786407767,-0.4878048780487805,-0.052,-0.5609990182830382,-0.439510422117167
0.9371223417009267,-0.0970873786407767,-0.4878048780487805,-0.052,-0.41979470134915814,-0.2654468886054177
0.9713703753215368,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.5308937772108354
0.9333170046319704,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.2785016536187989
0.21030296153021003,-0.0970873786407767,1.4634146341463414,-0.052,,-0.28720483029438637
0.9523436899767537,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.22193100522748038
-0.4974897332957235,2.9951456310679614,-0.4829268292682927,2.588,-0.39962265607288955,-0.5657064839131852
-0.588817822950681,3.2281553398058254,-0.4829268292682927,2.6679999999999997,-0.3391065202440838,-0.587464425602154
-0.6021365026920299,3.1941747572815533,-0.4829268292682927,2.988,-0.37945061079662096,-0.5657064839131852
-0.605941839760986,3.2233009708737863,-0.4829268292682927,2.868,-0.41979470134915814,-0.5221906005352479
0.9808837179939295,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.47867471715731064
0.9618570326491462,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.21757941688968666
0.9333170046319704,-0.0970873786407767,-0.4878048780487805,-0.052,,0.021757941688968666
0.8857502912700136,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.26109530026762395
0.8001302072184883,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.2828532419565926
0.7335368085117483,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.30461118364556133
0.001009422737595146,-0.0970873786407767,2.0975609756097557,-0.052,-0.2624527481942632,-0.49172948217069185
-0.056070633296754366,-0.0970873786407767,2.0975609756097557,-0.052,0.3104333376517648,0.4699715404817232
0.058089478771944654,-0.0970873786407767,1.4634146341463414,-0.052,0.8107000605032257,0.6962541340469973
0.9656623697181025,-0.0970873786407767,-0.4878048780487805,-0.052,-0.46820761001220274,-0.26979847694321146
0.9371223417009267,-0.0970873786407767,-0.4878048780487805,-0.052,-0.24228070291799456,-0.08703176675587466
0.8191568925632715,-0.0970873786407767,0.0,-0.052,-0.8595452883718134,-0.9442946693012401
0.7906168645460978,-0.0970873786407767,-0.4878048780487805,-0.052,-0.41576029229390443,-0.19146988686292424
0.762076836528922,-0.0970873786407767,0.0,-0.052,-0.08493874976309956,0.12184447345822452
0.7240234658393556,-0.0970873786407767,-0.4878048780487805,-0.052,-0.00425056865802521,0.21322782855189293
0.9656623697181025,-0.0970873786407767,-0.4878048780487805,-0.052,-0.6739624718301424,-0.49172948217069185
0.9371223417009267,-0.0970873786407767,-0.4878048780487805,-0.052,-0.5045172915094862,-0.2915564186321801
0.8667236059252305,-0.0970873786407767,-0.4878048780487805,-0.052,,0.021757941688968666
0.8191568925632715,-0.0970873786407767,-0.4878048780487805,-0.052,,0.08703176675587466
0.7715901792013146,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.17406353351174933
0.7982275386840102,-0.0970873786407767,-0.3902439024390244,-0.052,-0.4964484733989788,-0.42645565710378586
0.9142903192871873,-0.0970873786407767,-0.4878048780487805,-0.052,,-0.4351588337793733
0.4288195338302265,-0.03637742718446602,0.02464648780487808,0.44825000000000004,-0.6376527903328589,-0.8764098912316578
0.3953525836963912,-0.07279733009708739,0.7326226341463413,0.14814999999999998,-0.5347753594238891,-0.6701446040202349
0.8001302072184883,-0.0970873786407767,-0.1951219512195122,-0.052,-0.9240958332558729,-0.8050438424918406
0.45764987101239124,-0.0970873786407767,0.8292682926829269,-0.052,-0.2584183391390094,-0.34812706702349866
0.2140654314770864,-0.07278514563106796,0.8309166829268292,0.4486256,-0.3391065202440838,-0.5308937772108354
0.0,-0.072791213592233,1.4653678048780485,0.4485004000000001,-0.2543839300837557,-0.4677957463128263
-0.1232303612927811,-0.07280339805825242,1.6840127317073121,0.44825000000000004,-0.3048140432744272,-0.4873778938328981
-0.24189365216882877,-0.07280946601941747,2.0006220975609756,0.44812520000000006,-0.07485272712496527,-0.3111385661522519
0.6431600531240277,-0.04854368932038835,-0.15853658536585366,0.348,-0.7022033352169184,
0.45764987101239124,-0.0970873786407767,0.8292682926829269,-0.052,-0.2987624296915466,-0.587464425602154
0.3149497309265185,-0.0970873786407767,0.853658536585366,-0.052,-0.30597897082031356,-0.5913563730701799
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.3391065202440838,-0.6309803089800913
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.3391065202440838,-0.6309803089800913
0.2959230455817353,-0.0970873786407767,1.2195121951219512,-0.052,-0.33379524089488743,-0.6213595172233016
0.2140654314770864,-0.07278514563106796,0.8309166829268292,0.4486256,-0.3976054515452627,-0.6810235748647192
0.14370956282346997,-0.0970873786407767,1.4634146341463414,-0.052,-0.22253016059659161,-0.5613532289170582
0.13419622015107735,-0.0970873786407767,1.4634146341463414,-0.052,-0.21807424858647226,-0.5657064839131852
0.0,-0.072791213592233,1.4653678048780485,0.4485004000000001,-0.3128828613849346,-0.6505624565001631
-0.008503919934795382,-0.0970873786407767,1.6829268292682924,-0.052,-0.11126508029829581,-0.44134065230457115
-0.1232303612927811,-0.07280339805825242,1.6840127317073121,0.44825000000000004,-0.16562693086817393,-0.6222771323045038
-0.16071740269306076,-0.0970873786407767,2.0731707317073167,-0.052,-0.055632540149147904,-0.4113375081514497
-0.24189365216882877,-0.07280946601941747,2.0006220975609756,0.44812520000000006,-0.10511079503936815,-0.5635306897442884
-2.986180176393358,0.3883495145631068,-0.4878048780487805,-0.052,-0.5285091314169051,-0.381334363998328
0.13419622015107735,-0.0970873786407767,1.4634146341463414,-0.052,-0.1373860674813979,-0.23933735857865532
0.010522765409987787,-0.0970873786407767,1.6585365853658534,-0.052,-0.036525841100054954,-0.13054765013381198
0.001009422737595146,-0.0970873786407767,1.9999999999999996,-0.052,0.10467847583382517,-0.021757941688968666
0.9865917235973638,-0.03883495145631068,-0.4878048780487805,-0.052,-0.8635796974270671,-0.6744961923580286
0.8572102632528378,-0.0970873786407767,-0.0975609756097561,-0.052,-0.7425474257694555,-0.5657064839131852
0.8001302072184883,-0.0970873786407767,-0.24390243902439024,-0.052,-0.7022033352169184,-0.5657064839131852
0.7582714994599657,-0.03883495145631068,-0.4878048780487805,-0.052,-0.7828915163219927,-0.587464425602154
0.4288195338302265,-0.03637742718446602,0.02464648780487808,0.44825000000000004,-0.5589818137554114,-0.4460378046238576
0.22398389033383817,-0.07279733009708739,1.0255252195121949,0.3483004,-0.36936458815848666,-0.4090493037526109
0.2140654314770864,-0.07278514563106796,0.8309166829268292,0.4486256,-0.23824629386274085,-0.23933735857865532
0.17679811023916883,-0.07280946601941747,1.2199391219512192,0.3481,-0.23824629386274085,-0.23933735857865532
-0.02354866251725102,-0.06065228155339805,1.7089646341463411,0.44837520000000003,-0.02845702298954752,-0.11314129678263705
0.11516953480629416,-0.0970873786407767,1.5121951219512144,-0.052,-0.1474720901195322,-0.5004326588462793
0.11516953480629416,-0.0970873786407767,1.5121951219512144,-0.052,-0.1474720901195322,-0.5004326588462793
0.020036108082378316,-0.0970873786407767,1.5121951219512144,-0.052,0.10467847583382517,-0.17406353351174933
0.020036108082378316,-0.0970873786407767,1.5121951219512144,-0.052,0.10467847583382517,-0.17406353351174933
