doi,name,series,caption,AA_des,YS,UTS,temper,elong,flag,flag_note
10.1016/j.msea.2011.11.026,GISS-T6 aging (165degC-18h),4000,Tensile properties of the as-cast and the aged A356 Al alloy produced by GISS process in comparison to other forming processes.,,277,312,T6,7.6,FALSE,
10.1016/j.msea.2011.11.026,GISS-T6 aging (195degC-3h),4000,Tensile properties of the as-cast and the aged A356 Al alloy produced by GISS process in comparison to other forming processes.,,272,305,T6,9.8,FALSE,
10.1016/j.msea.2011.11.026,GISS-T6 aging (225degC-15min),4000,Tensile properties of the as-cast and the aged A356 Al alloy produced by GISS process in comparison to other forming processes.,,125,226,T6,14.9,FALSE,
10.1016/j.msea.2011.11.026,Cast-T6 aging (182degC-8h),4000,Tensile properties of the as-cast and the aged A356 Al alloy produced by GISS process in comparison to other forming processes.,,200,298,T6,12,FALSE,
10.1016/j.msea.2011.11.026,Thixoformed-T6 aging (160degC-24h),4000,Tensile properties of the as-cast and the aged A356 Al alloy produced by GISS process in comparison to other forming processes.,,150,264,T6,16,FALSE,
10.1016/j.msea.2011.11.026,Thixoformed-T6 aging (160degC-4h),4000,Tensile properties of the as-cast and the aged A356 Al alloy produced by GISS process in comparison to other forming processes.,,229,317,T6,16.7,FALSE,
10.1016/j.msea.2014.01.012,SLM under N2,4000,"Comparison of the tensile properties for the Al-12Si alloys produced using Selective Laser Melting under purity argon, nitrogen and helium (laser power: 200W; laser scan speed: 500mm/s) and by conventional casting method: yield strength s
0.2, ultimate tensile strength s
UTS and ductility d. Error bars show one standard deviation. The load was applied perpendicular to the build direction (see Fig. 2).",,224,368,,,FALSE,
10.1016/j.msea.2014.01.012,SLM under Ar,4000,"Comparison of the tensile properties for the Al-12Si alloys produced using Selective Laser Melting under purity argon, nitrogen and helium (laser power: 200W; laser scan speed: 500mm/s) and by conventional casting method: yield strength s
0.2, ultimate tensile strength s
UTS and ductility d. Error bars show one standard deviation. The load was applied perpendicular to the build direction (see Fig. 2).",,223,355,,,FALSE,
10.1016/j.msea.2014.01.012,SLM under He,4000,"Comparison of the tensile properties for the Al-12Si alloys produced using Selective Laser Melting under purity argon, nitrogen and helium (laser power: 200W; laser scan speed: 500mm/s) and by conventional casting method: yield strength s
0.2, ultimate tensile strength s
UTS and ductility d. Error bars show one standard deviation. The load was applied perpendicular to the build direction (see Fig. 2).",,221,342,,,FALSE,
10.1016/j.msea.2014.01.012,Die casting,4000,"Comparison of the tensile properties for the Al-12Si alloys produced using Selective Laser Melting under purity argon, nitrogen and helium (laser power: 200W; laser scan speed: 500mm/s) and by conventional casting method: yield strength s
0.2, ultimate tensile strength s
UTS and ductility d. Error bars show one standard deviation. The load was applied perpendicular to the build direction (see Fig. 2).",,145,300,,,FALSE,
10.1016/j.msea.2016.02.002,HPHE9,4000,Tensile mechanical properties of the Al-7Si-0.3Mg alloy rods.,,202,320,,3.9,FALSE,
10.1016/j.msea.2016.02.002,HPHE25,4000,Tensile mechanical properties of the Al-7Si-0.3Mg alloy rods.,,298,345,,5.9,FALSE,
10.1016/j.msea.2016.02.002,SPSHE9,4000,Tensile mechanical properties of the Al-7Si-0.3Mg alloy rods.,,269,327,,7.4,FALSE,
10.1016/j.msea.2011.01.041,T1,4000,Mechanical properties of the Al-12.7Si-0.7Mg alloy in different treatment conditions.,,108,190,T1,15.03,FALSE,
10.1016/j.msea.2011.01.041,T4,4000,Mechanical properties of the Al-12.7Si-0.7Mg alloy in different treatment conditions.,,151,285,T4,14.08,FALSE,
10.1016/j.msea.2011.01.041,T6 (solution treatment at 540degC for 90min+aged at 180degC for 1h),4000,Mechanical properties of the Al-12.7Si-0.7Mg alloy in different treatment conditions.,,186,307,T6,14,FALSE,
10.1016/j.msea.2011.01.041,T6 (solution treatment at 540degC for 90min+aged at 180degC for 2h),4000,Mechanical properties of the Al-12.7Si-0.7Mg alloy in different treatment conditions.,,242,338,T6,8.43,FALSE,
10.1016/j.msea.2011.01.041,T6 (solution treatment at 540degC for 90min+aged at 180degC for 3h),4000,Mechanical properties of the Al-12.7Si-0.7Mg alloy in different treatment conditions.,,282,365,T6,7.44,FALSE,
10.1016/j.msea.2011.01.041,T4,4000,Mechanical properties of extruded 6063 alloys (GB/T 6892-2000) [20].,,65,130,T4,12,FALSE,
10.1016/j.msea.2011.01.041,T6,4000,Mechanical properties of extruded 6063 alloys (GB/T 6892-2000) [20].,,180,205,T6,8,FALSE,
10.1016/j.msea.2007.05.064,AA4032-T651,4000,Tensile properties measured for AA4032-T651 and PM12Si-70-T6 alloys at room temperature,4032,344,364,T651,5.2,FALSE,
10.1016/j.msea.2007.05.064,PM12Si-70-T6,4000,Tensile properties measured for AA4032-T651 and PM12Si-70-T6 alloys at room temperature,4032,341,357,T6,2.7,FALSE,
10.1016/j.msea.2013.03.084,A/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,233.236,T6,,FALSE,
10.1016/j.msea.2013.03.084,A/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,213.176,T6,,FALSE,
10.1016/j.msea.2013.03.084,A/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,101.204,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,230.914,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,208.492,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,98.466,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,233.108,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,206.794,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,93.91,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,228.71,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,210.676,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,105.288,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,250.13,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,215.704,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/AC,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,172.228,T6,,FALSE,
10.1016/j.msea.2013.03.084,A/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,338.648,T6,,FALSE,
10.1016/j.msea.2013.03.084,A/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,274.818,T6,,FALSE,
10.1016/j.msea.2013.03.084,A/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,214.422,T6,,FALSE,
10.1016/j.msea.2013.03.084,A/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,101.174,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,337.652,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,276.098,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,217.082,T6,,FALSE,
10.1016/j.msea.2013.03.084,B/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,103.688,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,340.212,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,273.466,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,214.442,T6,,FALSE,
10.1016/j.msea.2013.03.084,C/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,104.688,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,339.852,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,269.866,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,208.888,T6,,FALSE,
10.1016/j.msea.2013.03.084,D/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,133.982,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,346.212,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,286.266,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,229.932,T6,,FALSE,
10.1016/j.msea.2013.03.084,E/T6,4000,Comparison of ultimate tensile strength (UTS) of as-cast and T6-treated alloys.,,,143.184,T6,,FALSE,
10.1016/j.msea.2014.01.009,as-cast,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,153,193,T6,2.2,FALSE,
10.1016/j.msea.2014.01.009,as-cast,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,152,208.5,T6,2.75,FALSE,
10.1016/j.msea.2014.01.009,as-cast,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,160.2,228.1,T6,2.97,FALSE,
10.1016/j.msea.2014.01.009,as-cast,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,153,226,T6,2.83,FALSE,
10.1016/j.msea.2014.01.009,T6,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,286,310,T6,2.56,FALSE,
10.1016/j.msea.2014.01.009,T6,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,290,322.3,T6,3.12,FALSE,
10.1016/j.msea.2014.01.009,T6,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,312.2,349.1,T6,3.89,FALSE,
10.1016/j.msea.2014.01.009,T6,4000,Tensile properties of the A357 alloys with different additions of RE under as-cast and T6 heat treatment conditions.,,287,324.2,T6,3.36,FALSE,
10.1016/j.msea.2015.08.029,25,4000,Tensile properties of material AS7GU-T64.,,210,294,T64,8.8,FALSE,
10.1016/s0921-5093(02)00320-9,Al-Si alloy,4000,Some physical and mechanical properties of WCMs/metal composites,,,405.7,,,FALSE,
10.1016/j.jmatprotec.2016.01.030,HE400,4000,Tensile mechanical properties of the as-cast Al-7Si-0.3Mg alloy and extruded Al-7Si-0.3Mg alloy rods.,,89,169,,20.5,FALSE,
10.1016/j.jmatprotec.2016.01.030,HE450,4000,Tensile mechanical properties of the as-cast Al-7Si-0.3Mg alloy and extruded Al-7Si-0.3Mg alloy rods.,,86,171,,20.2,FALSE,
10.1016/j.jmatprotec.2016.01.030,HE500,4000,Tensile mechanical properties of the as-cast Al-7Si-0.3Mg alloy and extruded Al-7Si-0.3Mg alloy rods.,,101,187,,16.6,FALSE,
10.1016/j.jmatprotec.2016.01.030,As-cast,4000,Tensile mechanical properties of the as-cast Al-7Si-0.3Mg alloy and extruded Al-7Si-0.3Mg alloy rods.,,115,168,,2.5,FALSE,
10.1016/j.jmatprotec.2016.01.030,As-cast(T6),4000,Tensile mechanical properties of the T6 heat treated cast Al-7Si-0.3Mg alloy and extruded rods.,,236,282,T6,1.9,FALSE,
10.1016/j.jmatprotec.2016.01.030,HE400(T6),4000,Tensile mechanical properties of the T6 heat treated cast Al-7Si-0.3Mg alloy and extruded rods.,,212,272,T6,8.2,FALSE,
10.1016/j.jmatprotec.2016.01.030,HE450(T6),4000,Tensile mechanical properties of the T6 heat treated cast Al-7Si-0.3Mg alloy and extruded rods.,,214,268,T6,8.4,FALSE,
10.1016/j.jmatprotec.2016.01.030,HE500(T6),4000,Tensile mechanical properties of the T6 heat treated cast Al-7Si-0.3Mg alloy and extruded rods.,,213,274,T6,10.8,FALSE,
10.1016/j.jallcom.2014.04.030,A390+Al-3P,4000,Chemical compositions and mechanical properties of A390 alloy before and after modification.,,,297.1,,,FALSE,
10.1016/j.jallcom.2014.04.030,A390+Al-10Fe-3.2P,4000,Chemical compositions and mechanical properties of A390 alloy before and after modification.,,,317.2,,,FALSE,
10.1016/j.jallcom.2017.04.084,w/o,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.71,38.5,T7,63,FALSE,
10.1016/j.jallcom.2017.04.084,w/,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.65,39.7,T7,65.5,FALSE,
10.1016/j.jallcom.2017.04.084,w/o,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.89,39.8,T7,65.5,FALSE,
10.1016/j.jallcom.2017.04.084,w/,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.78,39.8,T7,68.5,FALSE,
10.1016/j.jallcom.2017.04.084,w/o,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.49,41.5,T7,67,FALSE,
10.1016/j.jallcom.2017.04.084,w/,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.95,43.7,T7,68.1,FALSE,
10.1016/j.jallcom.2017.04.084,w/o,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.39,41,T7,67.7,FALSE,
10.1016/j.jallcom.2017.04.084,w/,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.42,42,T7,68.3,FALSE,
10.1016/j.jallcom.2017.04.084,w/o,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.41,45.8,T7,71.9,FALSE,
10.1016/j.jallcom.2017.04.084,w/,4000,Effect of UST and transition elements on tensile properties at room and elevated temperatures of T7 piston alloys.,,0.53,45.3,T7,76.1,FALSE,
10.1016/j.jallcom.2017.09.117,143,4000,Mechanical properties of the base material (LM25AA-SiCp).,,,155,,2,FALSE,
10.1016/j.jallcom.2013.11.145,Group 1,4000,Compositions and mechanical properties of the Al-Si multicomponent alloys.,,,275.6,,,FALSE,
10.1016/j.jallcom.2013.11.145,Group 2,4000,Compositions and mechanical properties of the Al-Si multicomponent alloys.,,,318.3,,,FALSE,
10.1016/j.jallcom.2018.01.138,0Nd,4000,Tensile properties of alloys with different Nd content under as-cast and T6 conditions.,,,263,T6,2.1,FALSE,
10.1016/j.jallcom.2018.01.138,0.03Nd,4000,Tensile properties of alloys with different Nd content under as-cast and T6 conditions.,,,302,T6,3.1,FALSE,
10.1016/j.jallcom.2018.01.138,0.06Nd,4000,Tensile properties of alloys with different Nd content under as-cast and T6 conditions.,,,284,T6,2.7,FALSE,
10.1016/j.jallcom.2018.01.138,0.09Nd,4000,Tensile properties of alloys with different Nd content under as-cast and T6 conditions.,,,269,T6,2.5,FALSE,
10.1016/j.matchar.2016.01.011,Equal channel angular pressing (ECAP),4000,Comparative study of tensile properties with our result and published literature on Al-7%Si alloy.,,,248,,22,FALSE,
10.1016/j.matchar.2016.01.011,High pressure torsion (HPT),4000,Comparative study of tensile properties with our result and published literature on Al-7%Si alloy.,,,240,,85,FALSE,
10.1016/j.matchar.2016.01.011,Accumulative roll bonding (ARB),4000,Comparative study of tensile properties with our result and published literature on Al-7%Si alloy.,,,269,,5.3,FALSE,
10.1016/j.matchar.2016.01.011,Cryorolling (CR),4000,Comparative study of tensile properties with our result and published literature on Al-7%Si alloy.,,,332,,5,FALSE,
10.1016/j.matchar.2016.01.011,FSP 3 pass,4000,Comparative study of tensile properties with our result and published literature on Al-7%Si alloy.,,,200.56,,36.51,FALSE,
10.1016/j.matchar.2016.01.011,ST  +  FSP 3 pass,4000,Comparative study of tensile properties with our result and published literature on Al-7%Si alloy.,,,250.74,,24.45,FALSE,
10.1016/j.wear.2004.05.009,Al-12Si,4000,"Mechanical properties of monolithic Al-12Si alloy, 4vol.% C/Al-12Si, 12vol.% Al2O3/Al-12Si and 4vol.% C/12vol.% Al2O3/Al-12Si composites",,,216,,,FALSE,
10.1016/j.wear.2004.05.009,4vol.% C/Al-12Si,4000,"Mechanical properties of monolithic Al-12Si alloy, 4vol.% C/Al-12Si, 12vol.% Al2O3/Al-12Si and 4vol.% C/12vol.% Al2O3/Al-12Si composites",,,251,,,FALSE,
10.1016/j.wear.2004.05.009,12vol.% Al2O3/Al-12Si,4000,"Mechanical properties of monolithic Al-12Si alloy, 4vol.% C/Al-12Si, 12vol.% Al2O3/Al-12Si and 4vol.% C/12vol.% Al2O3/Al-12Si composites",,,246,,,FALSE,
