source,ft_doi_list,table_doi,name,AA_des,Al,Cu,Mn,Si,Mg,Zn,Cr,Fe,Ti,Ag,As,At,Au,B,Ba,Be,Bi,C,Ca,Cd,Ce,Cf,Co,Er,Eu,F,Ga,Gd,Ge,H,Hf,Hg,Ho,In,K,La,Li,Lu,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pd,Pr,Pt,Re,Rh,Ru,S,Sb,Sc,Sm,Sn,Sr,Ta,Tb,Th,Tm,U,V,W,Y,Yb,Zr
full text,['10.1016/j.msea.2007.12.019'],,,,98.85,0,0,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,"['10.1007/s10853-008-2895-4', '10.1016/j.msea.2012.03.012', '10.1016/j.matlet.2014.05.044', '10.1007/s11661-009-9964-4', '10.1016/j.jallcom.2018.01.028', '10.1007/s10853-011-5955-0', '10.1016/j.msea.2004.11.040', '10.1016/j.matdes.2016.06.095', '10.1007/s11661-998-0222-y', '10.1016/j.msea.2006.09.019', '10.1016/j.msea.2012.04.080', '10.1007/s11661-013-1754-3', '10.1016/j.jmatprotec.2006.08.005', '10.1007/s11665-018-3439-y', '10.1016/j.jmatprotec.2007.04.030', '10.1007/s10853-012-6784-5', '10.1007/s11665-018-3427-2', '10.1016/j.msea.2006.02.455', '10.1016/0025-5416(88)90413-2', '10.1016/j.msea.2010.11.040', '10.1016/j.msea.2004.12.003', '10.1016/j.jallcom.2016.06.194', '10.1016/j.msea.2004.05.079', '10.1016/j.msea.2007.10.113', '10.1016/j.apsusc.2004.09.025', '10.1007/s11661-016-3543-2', '10.1016/j.msea.2014.12.027', '10.1016/j.matchemphys.2011.11.018', '10.1016/j.actamat.2019.01.027', '10.1007/s10853-012-7133-4', '10.1007/s11041-013-9642-4', '10.1007/s11665-014-1121-6', '10.1016/j.actamat.2009.10.040', '10.1016/j.msea.2005.10.029', '10.1007/s11665-014-1182-6', '10.1016/j.actamat.2003.10.034', '10.1007/s10853-015-9115-9', '10.1016/j.actamat.2009.12.041', '10.1007/s11661-007-9448-3', '10.1016/j.jmatprotec.2007.06.072', '10.1016/j.msea.2018.10.007', '10.1016/j.actamat.2014.10.025', '10.1016/j.actamat.2007.05.049', '10.1016/j.apsusc.2009.05.044', '10.1007/s11661-007-9101-1', '10.1016/j.matdes.2016.10.018', '10.1016/j.msea.2006.11.017', '10.1016/j.msea.2004.08.045', '10.1016/j.matlet.2015.01.132', '10.1016/j.corsci.2015.06.014', '10.1007/s11661-016-3499-2', '10.1016/j.msea.2008.01.065', '10.1007/s10853-010-4604-3', '10.1016/j.jallcom.2018.03.187', '10.1016/j.msea.2011.04.017', '10.1007/s00170-011-3241-6', '10.1016/j.msea.2016.10.026', '10.1016/j.msea.2010.02.016', '10.1016/j.msea.2006.09.094', '10.1007/s11665-007-9173-5', '10.1007/s11085-009-9158-x', '10.1016/j.matchar.2006.11.031', '10.1016/j.msea.2009.06.046', '10.1016/j.matlet.2016.10.109', '10.1007/s10853-016-0057-7', '10.1007/s11661-011-0709-9', '10.1016/j.scriptamat.2016.11.037', '10.1016/j.actamat.2011.11.044', '10.1016/j.msea.2007.08.007', '10.1016/j.jmatprotec.2013.11.022', '10.1016/j.msea.2006.11.038', '10.1016/j.msea.2016.01.095', '10.1007/s11837-015-1720-1', '10.1016/j.jallcom.2017.09.017', '10.1007/s10853-012-6400-8', '10.1007/s11663-013-9801-4', '10.1016/j.jallcom.2019.01.161', '10.1016/j.jallcom.2016.07.149', '10.1016/j.scriptamat.2005.02.031', '10.1007/s11665-018-3326-6', '10.1016/j.msea.2004.03.024', '10.1016/j.jmatprotec.2006.10.029', '10.1007/s11665-010-9652-y', '10.1016/j.jmatprotec.2007.04.076', '10.1016/j.actamat.2014.05.004', '10.1016/j.jmatprotec.2008.04.019', '10.1007/s11661-999-0009-9', '10.1016/j.msea.2007.06.091', '10.1016/j.scriptamat.2015.04.018', '10.1007/s11837-998-0122-z', '10.1016/j.msea.2011.09.039', '10.1007/s10853-017-1691-4', '10.1016/j.jmatprotec.2013.05.006', '10.1016/j.msea.2015.02.055', '10.1016/j.matlet.2011.07.067', '10.1016/j.msea.2014.07.018', '10.1007/s11015-012-9624-6', '10.1007/s10853-017-1845-4', '10.1016/j.jallcom.2015.09.200', '10.1007/s11665-016-2436-2', '10.1007/s10853-018-03210-z']",,,,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1103/PhysRevB.82.054113'],,,,98.19720501,0,0,0.802136107,1.000658879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2018.02.074'],,,,98.32,0,0.05,0.41,1.01,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s10853-013-7279-8'],,,,98.43,0,0,0.56,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.matlet.2009.11.014'],,,,97.8,0,0,0.54,1.03,0,0.21,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11661-013-1862-0'],,,,98.1,0,0,0.37,1.03,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11661-013-1862-0'],,,,98.57,0,0,0.4,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2017.03.250'],,,,98.6,0,0,0.37,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2017.09.017'],,,,98.95,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2007.08.016'],,,,91.13,0,0,0,1.07,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2017.05.027'],,,,96.99,0,1.11,0.25,1.08,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.matlet.2009.11.014'],,,,97.89,0,0,0.52,1.08,0,0.21,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,"['10.1016/j.matchar.2015.10.030', '10.1007/s11665-017-2599-5']",,,,87.3,0,0,11.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2018.10.037'],,,,94.8,0,0,0,1.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2018.01.123'],,,,97.53,0,1.2,0.07,1.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2018.01.123'],,,,97.7,0,1.2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/0022-3115(86)90079-6'],,,,98.4,0,0,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.actamat.2011.04.059'],,,,98.74,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,"['10.1016/j.actamat.2004.08.032', '10.1016/j.corsci.2010.03.028', '10.1016/j.actamat.2009.11.019', '10.1016/j.susc.2009.12.030', '10.1016/j.actamat.2014.01.036']",,,,98.9,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11665-016-2370-3'],,,,98.11,0,0,0.77,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2012.10.055'],,,,98.31,0,0,0.57,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.powtec.2012.06.056'],,,,98.88,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1002/pssa.2210740218'],,,,94.14196036,0,0,0,1.140043974,4.717995664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s10853-013-7279-8'],,,,98.21,0,0,0.63,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.matdes.2016.08.024'],,,,98.06047714,0,0,0,1.166980888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772541976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.tca.2004.01.013'],,,,98.0201909,0,0.81212097,0,1.167688131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11661-011-0793-x'],,,,92.8,0,0,0,1.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2012.04.059'],,,,93.3,0,0,0,1.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2007.06.078'],,,,93.4,0,0,0,1.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,"['10.1016/j.msea.2009.03.049', '10.1016/j.msea.2007.01.001', '10.1016/j.jallcom.2018.11.286']",,,,93.86,0,0,0,1.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
full text,"['10.1016/j.msea.2010.08.047', '10.1016/j.msea.2007.06.078']",,,,93.9,0,0,0,1.2,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1080/14686996.2019.1680574'],,,,94.2,0,0,0,1.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.matchar.2017.11.029'],,,,94.3,0,0,0,1.2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2015.11.011'],,,,94.6,0,0,0,1.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.actamat.2013.10.054'],,,,97,0,0,1.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2007.10.020'],,,,97.1,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2018.07.085'],,,,97.2,0,1,0.2,1.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11661-017-3978-0'],,,,97.3,0,0,0,1.2,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11661-013-2011-5'],,,,97.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2013.10.031'],,,,97.6,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s00339-016-0150-4'],,,,97.75,0,0,1.05,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s00170-013-5208-2'],,,,97.8,0,1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.msea.2018.01.086'],,,,98.3,0,0,0.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,"['10.1016/j.jallcom.2018.01.028', '10.1016/j.surfcoat.2009.07.002', '10.1007/s11661-011-0793-x']",,,,98.8,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11661-018-4684-2'],,,,93.43,0,0,0,1.21,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1002/crat.2170220807'],,,,93.59958182,0,0,0,1.224465062,5.175953114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11665-013-0634-8'],,,,86.4,0,0,12.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2016.12.269'],,,,92.43,0,0,0.07,1.3,6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
full text,['10.1016/j.jallcom.2016.12.269'],,,,92.5,0,0,0,1.3,6,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
full text,['10.1016/j.jallcom.2016.12.269'],,,,92.6,0,0,0,1.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
full text,['10.1016/j.jallcom.2016.12.269'],,,,92.7,0,0,0,1.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.engfailanal.2009.10.009'],,,,94.1,0,0,0,1.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2018.11.286'],,,,94.64,0,0,0,1.3,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.tca.2004.01.013'],,,,98.3,0,0.4,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.apsusc.2016.12.055'],,,,98.69197899,0,0,0,1.308021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2016.12.269'],,,,92.35,0,0,0.05,1.31,6.02,0,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
full text,['10.1016/j.msea.2018.01.086'],,,,98.12,0,0,0.57,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.jallcom.2016.12.269'],,,,91.61,0,0,0.05,1.36,6.62,0,0.08,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
full text,['10.1016/j.jmatprotec.2006.06.008'],,,,93.7,0,0.4,0,1.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.matchemphys.2006.08.004'],,,,94.191,0,0,0,1.4,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059
full text,['10.1016/j.matdes.2015.11.107'],,,,93.64,0,0.27,0,1.43,4.34,0.13,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
full text,"['10.1016/j.matlet.2018.01.076', '10.1016/j.msea.2017.03.030']",,,,97.47,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0
full text,['10.1007/s11661-016-3484-9'],,,,92.98,0,0,0,1.45,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1149/2.080310jes'],,,,93.93,0,0,0,1.48,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1016/j.ijfatigue.2015.11.023'],,,,88.25164792,0,0,0,1.483922034,10.26443005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,"['10.1007/s12613-015-1101-3', '10.1007/s11665-017-2692-9', '10.1007/s11665-011-9973-5', '10.1080/02670836.2018.1545290', '10.1038/ncomms1062', '10.1016/j.jallcom.2003.11.175']",,,,93.56171026,0,0,0,1.489338748,4.948950989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
full text,['10.1007/s11665-013-0476-4'],,,,86.5,0,0,12,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
